Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,1910186,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,8510,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,1568422,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,854515,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,3102932,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,38289,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,1044330,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,72679,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,11450169,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,342123,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,1051747,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,4149859,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,5,Animal originated products; not elsewhere specified or included,1,No Quantity,0.0,,,,0.0,,5785846,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,5,Animal originated products; not elsewhere specified or included,1,No Quantity,0.0,,,,0.0,,1253886,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,5,Animal originated products; not elsewhere specified or included,1,No Quantity,0.0,,,,0.0,,78600,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,5,Animal originated products; not elsewhere specified or included,1,No Quantity,0.0,,,,0.0,,38189,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0.0,,,,0.0,,4496626,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0.0,,,,0.0,,585481,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0.0,,,,0.0,,61690,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,7,Vegetables and certain roots and tubers; edible,1,No Quantity,0.0,,,,0.0,,20568,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,7,Vegetables and certain roots and tubers; edible,1,No Quantity,0.0,,,,0.0,,165689,,,0
