Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,153348,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,543699,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,3340,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,336664,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,201,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,5102,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,26371,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,860719,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,2306306,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,38421,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,751104,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,3884384,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,2904319,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,1453783,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,12413672,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,2896235,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,189850,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,5597,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,1117142,,,0
