Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,1,Live animals; animal products,1,No Quantity,,,,,,,785391,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,1,Live animals; animal products,1,No Quantity,,,,,,,16066,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,1,Live animals; animal products,1,No Quantity,,,,,,,368881,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,1,Live animals; animal products,1,No Quantity,,,,,,,67365,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,,,,,,,850911614,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,,,,,,,43404,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,2,Meat and edible meat offal,1,No Quantity,,,,,,,4732,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",1,No Quantity,,,,,,,51674334,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",1,No Quantity,,,,,,,15037181,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",1,No Quantity,,,,,,,663802,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",1,No Quantity,,,,,,,108467,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,19173451,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,601088,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,529492,,,0
H3,2007,2007,2007,2,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,2240427,,,0
H3,2007,2007,2007,2,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,5,"Products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,5167127,,,0
