Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,2843,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,5447835,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,2818467,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,1,Animals; live,1,No Quantity,0.0,,,,0.0,,100,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,6185795,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,32,Argentina,ARG,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,144504735,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,7317635,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,2,Meat and edible meat offal,1,No Quantity,0.0,,,,0.0,,5000,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,393565,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,2019860,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,32,Argentina,ARG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,54798975,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0.0,,,,0.0,,7063,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,3784118,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,10176596,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,32,Argentina,ARG,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,90290153,,,0
H5,2017,2017,2017,2,0,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,22105,,,0
H5,2017,2017,2017,2,0,2,Export,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0.0,,,,0.0,,122,,,0
