Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,1,Live animals,1,No Quantity,,,,,,,2250381,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,1,Live animals,1,No Quantity,,,,,,,33385,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,1,Live animals,1,No Quantity,,,,,,,4129,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,1,Live animals,1,No Quantity,,,,,,,92737,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,1,Live animals,1,No Quantity,,,,,,,16379,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,1,Live animals,1,No Quantity,,,,,,,4748399,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,1,Live animals,1,No Quantity,,,,,,,94494,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,2,Meat and edible meat offal,1,No Quantity,,,,,,,82842304,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,2,Meat and edible meat offal,1,No Quantity,,,,,,,12084990,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,2,Meat and edible meat offal,1,No Quantity,,,,,,,91072101,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,23091129,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,5518930,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,101434,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,7227193,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,9821738,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,3333037,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,184292,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,2630707,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,892745,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,4,Dairy produce; birds eggs; natural honey;,1,No Quantity,,,,,,,3177106,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,4,Dairy produce; birds eggs; natural honey;,1,No Quantity,,,,,,,703164,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,4,Dairy produce; birds eggs; natural honey;,1,No Quantity,,,,,,,32516,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,4,Dairy produce; birds eggs; natural honey;,1,No Quantity,,,,,,,72766116,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,4,Dairy produce; birds eggs; natural honey;,1,No Quantity,,,,,,,9589464,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,5,"Products of animal origin, not elsewhere specified",1,No Quantity,,,,,,,2495945,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,5,"Products of animal origin, not elsewhere specified",1,No Quantity,,,,,,,350,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,5,"Products of animal origin, not elsewhere specified",1,No Quantity,,,,,,,299246,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,5,"Products of animal origin, not elsewhere specified",1,No Quantity,,,,,,,97440,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,5,"Products of animal origin, not elsewhere specified",1,No Quantity,,,,,,,76704,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,5,"Products of animal origin, not elsewhere specified",1,No Quantity,,,,,,,121291,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,6,Live trees and other plants;,1,No Quantity,,,,,,,516353,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,6,Live trees and other plants;,1,No Quantity,,,,,,,8818948,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,6,Live trees and other plants;,1,No Quantity,,,,,,,29059,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,6,Live trees and other plants;,1,No Quantity,,,,,,,765230,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,6,Live trees and other plants;,1,No Quantity,,,,,,,169129,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,6,Live trees and other plants;,1,No Quantity,,,,,,,903307,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11584,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,90453,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11902,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,256292,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,319126,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,36348,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,6464740,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,7,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,563203,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,40144,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,1313378,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,180411012,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,1154822,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,3458,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,4079624,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,20214435,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,8,Edible fruit and nuts; peel of citrus fruit or melons,1,No Quantity,,,,,,,20462,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,160173,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,62935,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,486157,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,246493,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,1904484,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,1062782,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,9,"Coffee, tea, matΦ and spices",1,No Quantity,,,,,,,200,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,10,Cereals,1,No Quantity,,,,,,,18157786,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,10,Cereals,1,No Quantity,,,,,,,9827268,,,0
H2,2002,2002,2002,2,0,2,Export,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,10,Cereals,1,No Quantity,,,,,,,13227473,,,0
H2,2002,2002,2002,2,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,10,Cereals,1,No Quantity,,,,,,,37955,,,0
